;Fachhochschulreife;591;e;653;e;1244;e;695;e;766;e;1461;e;796;e;957;e;1753;e;832;e;936;e;1768;e;958;e;1078;e;2036;e;824;e;1029;e;1853;e;854;e;954;e;1808;e;971;e;1114;e;2085;e;1196;e;1391;e;2587;e;1122;e;1435;e;2557;e;1178;e;1495;e;2673;e;1148;e;1339;e;2487;e;1115;e;1323;e;2438;e;1078;e;1312;e;2390;e;1103;e;1336;e;2439;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Allgemeine Hochschulreife;6104;e;7045;e;13149;e;6476;e;7763;e;14239;e;6562;e;7922;e;14484;e;6407;e;7751;e;14158;e;6561;e;8045;e;14606;e;6694;e;8431;e;15125;e;6994;e;9104;e;16098;e;7452;e;9793;e;17245;e;8240;e;10326;e;18566;e;7911;e;10446;e;18357;e;8603;e;11121;e;19724;e;8797;e;10931;e;19728;e;9131;e;11157;e;20288;e;9390;e;11968;e;21358;e;10322;e;12959;e;23281;e;11103;e;13731;e;24834;e;11536;e;14322;e;25858;e;11847;e;14535;e;26382;e;12590;e;15626;e;28216;e;13066;e;16032;e;29098;e;14124;e;17262;e;31386;e;13956;e;17613;e;31569;e;14721;e;18219;e;32940;e;14875;e;18791;e;33664;e;15378;e;19309;e;34687;e;15994;e;19488;e;35477;e
;Insgesamt;44280;e;38646;e;82926;e;46295;e;40865;e;87160;e;46211;e;41829;e;88040;e;45729;e;42009;e;87738;e;46383;e;41864;e;88247;e;45337;e;42248;e;87585;e;46553;e;44117;e;90670;e;46102;e;43323;e;89425;e;47382;e;44153;e;91535;e;44707;e;43228;e;87935;e;42502;e;41312;e;83814;e;38653;e;38760;e;77413;e;38902;e;38285;e;77187;e;40081;e;39459;e;79540;e;41035;e;40751;e;81786;e;44814;e;43839;e;88653;e;52525;e;50106;e;102631;e;55282;e;52502;e;107784;e;60826;e;56884;e;117710;e;63406;e;57708;e;121114;e;68427;e;61092;e;129519;e;75927;e;67329;e;143253;e;78873;e;69936;e;148809;e;80490;e;72702;e;153192;e;83738;e;76009;e;159747;e;87705;e;79792;e;167497;e
Freie Waldorfschulen;Ohne Ersten Schulabschluss;52;e;40;e;92;e;53;e;59;e;112;e;58;e;58;e;116;e;89;e;75;e;164;e;51;e;35;e;86;e;63;e;63;e;126;e;91;e;103;e;194;e;96;e;105;e;201;e;107;e;106;e;213;e;99;e;83;e;182;e;100;e;110;e;210;e;82;e;72;e;154;e;83;e;87;e;170;e;95;e;90;e;185;e;135;e;116;e;251;e;129;e;136;e;265;e;106;e;109;e;215;e;126;e;115;e;241;e;169;e;125;e;294;e;182;e;177;e;359;e;189;e;168;e;354;e;123;e;126;e;246;e;168;e;165;e;333;e;135;e;151;e;286;e;161;e;162;e;323;e;179;e;200;e;374;e
;Erster Schulabschluss;229;e;190;e;419;e;286;e;232;e;518;e;282;e;238;e;520;e;282;e;254;e;536;e;254;e;244;e;498;e;247;e;242;e;489;e;199;e;160;e;359;e;233;e;174;e;407;e;184;e;158;e;342;e;208;e;170;e;378;e;222;e;183;e;405;e;245;e;213;e;458;e;190;e;140;e;330;e;228;e;188;e;416;e;222;e;148;e;370;e;236;e;192;e;428;e;225;e;182;e;407;e;206;e;172;e;378;e;180;e;131;e;311;e;213;e;137;e;350;e;240;e;135;e;375;e;285;e;222;e;507;e;216;e;153;e;369;e;237;e;171;e;414;e;269;e;194;e;468;e;272;e;196;e;473;e
;Mittlerer Schulabschluss;603;e;635;e;1238;e;680;e;632;e;1312;e;715;e;724;e;1439;e;710;e;760;e;1470;e;721;e;779;e;1500;e;835;e;830;e;1665;e;897;e;846;e;1743;e;881;e;890;e;1771;e;893;e;801;e;1694;e;911;e;885;e;1796;e;908;e;887;e;1795;e;1019;e;954;e;1973;e;900;e;863;e;1763;e;938;e;880;e;1818;e;1010;e;1016;e;2026;e;1063;e;1009;e;2072;e;1006;e;929;e;1935;e;1029;e;964;e;1993;e;1088;e;979;e;2067;e;1073;e;1107;e;2180;e;1101;e;1023;e;2124;e;1158;e;1107;e;2265;e;1092;e;1059;e;2151;e;1167;e;1063;e;2230;e;1128;e;1150;e;2283;e;1167;e;1187;e;2354;e
;Fachhochschulreife;100;e;112;e;212;e;140;e;152;e;292;e;130;e;154;e;284;e;148;e;180;e;328;e;142;e;165;e;307;e;175;e;167;e;342;e;204;e;203;e;407;e;202;e;186;e;388;e;222;e;210;e;432;e;223;e;207;e;430;e;200;e;212;e;412;e;239;e;240;e;479;e;226;e;224;e;450;e;174;e;224;e;398;e;226;e;250;e;476;e;160;e;146;e;306;e;135;e;153;e;288;e;147;e;198;e;345;e;169;e;193;e;362;e;176;e;179;e;355;e;153;e;198;e;351;e;183;e;204;e;387;e;195;e;192;e;390;e;194;e;194;e;388;e;187;e;190;e;377;e;177;e;176;e;353;e
;Allgemeine Hochschulreife;897;e;1026;e;1923;e;942;e;1112;e;2054;e;886;e;1207;e;2093;e;947;e;1278;e;2225;e;951;e;1270;e;2221;e;1007;e;1297;e;2304;e;1018;e;1355;e;2373;e;1091;e;1423;e;2514;e;1041;e;1410;e;2451;e;1195;e;1435;e;2630;e;1226;e;1473;e;2699;e;1209;e;1571;e;2780;e;1229;e;1600;e;2829;e;1269;e;1627;e;2896;e;1321;e;1553;e;2874;e;1316;e;1672;e;2988;e;1262;e;1717;e;2979;e;1421;e;1781;e;3202;e;1399;e;1786;e;3185;e;1362;e;1845;e;3207;e;1455;e;1785;e;3240;e;1422;e;1836;e;3258;e;1404;e;1692;e;3096;e;1353;e;1738;e;3096;e;1310;e;1683;e;2993;e;1276;e;1535;e;2811;e
;Insgesamt;1881;e;2003;e;3884;e;2101;e;2187;e;4288;e;2071;e;2381;e;4452;e;2176;e;2547;e;4723;e;2119;e;2493;e;4612;e;2327;e;2599;e;4926;e;2409;e;2667;e;5076;e;2503;e;2778;e;5281;e;2447;e;2685;e;5132;e;2636;e;2780;e;5416;e;2656;e;2865;e;5521;e;2794;e;3050;e;5844;e;2628;e;2914;e;5542;e;2704;e;3009;e;5713;e;2914;e;3083;e;5997;e;2904;e;3155;e;6059;e;2734;e;3090;e;5824;e;2929;e;3230;e;6159;e;3005;e;3214;e;6219;e;3006;e;3445;e;6451;e;3138;e;3306;e;6441;e;3171;e;3492;e;6663;e;3078;e;3261;e;6339;e;3094;e;3315;e;6412;e;3058;e;3384;e;6442;e;3071;e;3294;e;6370;e
Förderschulen;Ohne Ersten Schulabschluss;22263;e;12398;e;34661;e;22679;e;12627;e;35306;e;23463;e;12894;e;36357;e;23354;e;13243;e;36597;e;24133;e;13755;e;37888;e;24713;e;14020;e;38733;e;25110;e;14475;e;39585;e;24386;e;14290;e;38676;e;24696;e;14626;e;39322;e;23906;e;14282;e;38188;e;21825;e;13626;e;35451;e;20471;e;12754;e;33225;e;18509;e;11793;e;30302;e;17402;e;11317;e;28719;e;16347;e;10606;e;26953;e;15816;e;10395;e;26211;e;15576;e;9962;e;25538;e;16078;e;10064;e;26142;e;15400;e;9634;e;25034;e;14895;e;9107;e;24002;e;14835;e;8925;e;23760;e;14403;e;8577;e;22980;e;14004;e;8190;e;22194;e;14009;e;8145;e;22157;e;14800;e;8523;e;23323;e;14541;e;8778;e;23324;e
;Erster Schulabschluss;5644;e;3231;e;8875;e;5722;e;3246;e;8968;e;5434;e;3110;e;8544;e;5311;e;2886;e;8197;e;5352;e;2916;e;8268;e;5780;e;3093;e;8873;e;6232;e;3255;e;9487;e;6530;e;3335;e;9865;e;6803;e;3648;e;10451;e;6761;e;3605;e;10366;e;6487;e;3462;e;9949;e;6105;e;3346;e;9451;e;5775;e;3122;e;8897;e;5770;e;2983;e;8753;e;5944;e;3141;e;9085;e;6075;e;3118;e;9193;e;6077;e;3223;e;9300;e;6009;e;3109;e;9118;e;5668;e;2995;e;8663;e;5474;e;2779;e;8253;e;5181;e;2568;e;7749;e;5088;e;2445;e;7536;e;4731;e;2289;e;7020;e;4848;e;2248;e;7096;e;4948;e;2183;e;7131;e;4696;e;2139;e;6840;e
;Mittlerer Schulabschluss;494;e;322;e;816;e;481;e;323;e;804;e;453;e;280;e;733;e;454;e;269;e;723;e;514;e;336;e;850;e;539;e;349;e;888;e;527;e;354;e;881;e;614;e;348;e;962;e;667;e;432;e;1099;e;661;e;402;e;1063;e;638;e;340;e;978;e;595;e;347;e;942;e;538;e;355;e;893;e;634;e;349;e;983;e;645;e;346;e;991;e;829;e;451;e;1280;e;853;e;433;e;1286;e;932;e;465;e;1397;e;915;e;512;e;1427;e;889;e;478;e;1367;e;864;e;489;e;1353;e;864;e;429;e;1296;e;840;e;414;e;1254;e;957;e;444;e;1401;e;913;e;466;e;1379;e;880;e;473;e;1353;e
;Fachhochschulreife;5;e;1;e;6;e;2;e;1;e;3;e;-;;-;;-;;-;;-;;-;;27;e;13;e;40;e;2;e;1;e;3;e;1;e;1;e;2;e;3;e;1;e;4;e;2;e;2;e;4;e;1;e;3;e;4;e;-;;1;e;1;e;4;e;3;e;7;e;1;e;3;e;4;e;6;e;2;e;8;e;3;e;4;e;7;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Allgemeine Hochschulreife;15;e;21;e;36;e;33;e;33;e;66;e;30;e;18;e;48;e;36;e;28;e;64;e;28;e;27;e;55;e;30;e;33;e;63;e;36;e;26;e;62;e;33;e;29;e;62;e;37;e;45;e;82;e;38;e;30;e;68;e;33;e;42;e;75;e;37;e;21;e;58;e;31;e;37;e;68;e;36;e;35;e;71;e;41;e;31;e;72;e;41;e;26;e;67;e;35;e;18;e;53;e;32;e;33;e;65;e;48;e;27;e;75;e;39;e;19;e;58;e;54;e;39;e;90;e;48;e;18;e;66;e;42;e;30;e;72;e;27;e;24;e;51;e;34;e;23;e;57;e;32;e;26;e;58;e
;Insgesamt;28421;e;15973;e;44394;e;28917;e;16230;e;45147;e;29380;e;16302;e;45682;e;29155;e;16426;e;45581;e;30054;e;17047;e;47101;e;31064;e;17496;e;48560;e;31906;e;18111;e;50017;e;31566;e;18003;e;49569;e;32205;e;18753;e;50958;e;31367;e;18322;e;49689;e;28983;e;17471;e;46454;e;27212;e;16471;e;43683;e;24854;e;15310;e;40164;e;23848;e;14686;e;38534;e;22980;e;14128;e;37108;e;22761;e;13990;e;36751;e;22541;e;13636;e;36177;e;23051;e;13671;e;36722;e;22031;e;13168;e;35199;e;21297;e;12383;e;33680;e;20934;e;12021;e;32952;e;20403;e;11472;e;31878;e;19617;e;10923;e;30540;e;19844;e;10856;e;30705;e;20698;e;11195;e;31893;e;20154;e;11419;e;31570;e
Abendhauptschulen;Ohne Ersten Schulabschluss;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Erster Schulabschluss;243;e;287;e;530;e;257;e;280;e;537;e;265;e;287;e;552;e;242;e;237;e;479;e;236;e;258;e;494;e;252;e;270;e;522;e;276;e;234;e;510;e;269;e;310;e;579;e;287;e;333;e;620;e;270;e;298;e;568;e;275;e;268;e;543;e;247;e;257;e;504;e;219;e;191;e;410;e;253;e;220;e;473;e;262;e;218;e;480;e;321;e;237;e;558;e;228;e;218;e;446;e;240;e;192;e;432;e;218;e;186;e;404;e;164;e;121;e;285;e;243;e;132;e;375;e;225;e;153;e;378;e;267;e;168;e;432;e;188;e;152;e;340;e;158;e;165;e;323;e;137;e;145;e;282;e
;Mittlerer Schulabschluss;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;1;e
;Fachhochschulreife;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Allgemeine Hochschulreife;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Insgesamt;243;e;287;e;530;e;257;e;280;e;537;e;265;e;287;e;552;e;242;e;237;e;479;e;236;e;258;e;494;e;252;e;270;e;522;e;276;e;234;e;510;e;269;e;310;e;579;e;287;e;333;e;620;e;270;e;298;e;568;e;275;e;268;e;543;e;247;e;257;e;504;e;219;e;191;e;410;e;253;e;220;e;473;e;262;e;218;e;480;e;321;e;237;e;558;e;228;e;218;e;446;e;240;e;192;e;432;e;218;e;186;e;404;e;164;e;121;e;285;e;243;e;132;e;375;e;225;e;153;e;378;e;267;e;168;e;432;e;188;e;152;e;340;e;158;e;165;e;323;e;137;e;146;e;283;e
Abendrealschulen;Ohne Ersten Schulabschluss;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Erster Schulabschluss;692;e;579;e;1271;e;570;e;523;e;1093;e;511;e;452;e;963;e;344;e;292;e;636;e;565;e;479;e;1044;e;652;e;567;e;1219;e;631;e;535;e;1166;e;637;e;581;e;1218;e;839;e;655;e;1494;e;741;e;700;e;1441;e;814;e;689;e;1503;e;822;e;753;e;1575;e;940;e;762;e;1702;e;938;e;848;e;1786;e;1010;e;797;e;1807;e;1010;e;907;e;1917;e;866;e;696;e;1562;e;835;e;653;e;1488;e;861;e;597;e;1458;e;722;e;598;e;1320;e;744;e;525;e;1269;e;729;e;486;e;1215;e;516;e;369;e;885;e;615;e;439;e;1059;e;502;e;450;e;947;e;547;e;500;e;1047;e
;Mittlerer Schulabschluss;1172;e;1197;e;2369;e;1266;e;1280;e;2546;e;1192;e;1223;e;2415;e;1556;e;1576;e;3132;e;1466;e;1329;e;2795;e;1587;e;1402;e;2989;e;1800;e;1638;e;3438;e;2043;e;1821;e;3864;e;2258;e;2018;e;4276;e;2445;e;2204;e;4649;e;2268;e;2108;e;4376;e;2451;e;2204;e;4655;e;2597;e;2309;e;4906;e;2789;e;2318;e;5107;e;2724;e;2115;e;4839;e;2567;e;2160;e;4727;e;2297;e;1994;e;4291;e;2303;e;2009;e;4312;e;2178;e;1789;e;3967;e;1989;e;1582;e;3571;e;1659;e;1347;e;3006;e;1701;e;1320;e;3024;e;1719;e;1419;e;3138;e;1573;e;1348;e;2924;e;1373;e;1197;e;2570;e;1364;e;1174;e;2538;e
;Fachhochschulreife;56;e;53;e;109;e;27;e;43;e;70;e;28;e;46;e;74;e;5;e;5;e;10;e;6;e;5;e;11;e;8;e;4;e;12;e;12;e;5;e;17;e;6;e;2;e;8;e;1;e;9;e;10;e;4;e;7;e;11;e;-;;-;;-;;5;e;4;e;9;e;1;e;3;e;4;e;8;e;2;e;10;e;1;e;3;e;4;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Allgemeine Hochschulreife;70;e;80;e;150;e;57;e;64;e;121;e;29;e;62;e;91;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Insgesamt;1990;e;1909;e;3899;e;1920;e;1910;e;3830;e;1760;e;1783;e;3543;e;1905;e;1873;e;3778;e;2037;e;1813;e;3850;e;2247;e;1973;e;4220;e;2443;e;2178;e;4621;e;2686;e;2404;e;5090;e;3098;e;2682;e;5780;e;3190;e;2911;e;6101;e;3082;e;2797;e;5879;e;3278;e;2961;e;6239;e;3538;e;3074;e;6612;e;3735;e;3168;e;6903;e;3735;e;2915;e;6650;e;3577;e;3067;e;6644;e;3163;e;2690;e;5853;e;3138;e;2662;e;5800;e;3039;e;2386;e;5425;e;2711;e;2180;e;4891;e;2403;e;1872;e;4275;e;2430;e;1809;e;4239;e;2235;e;1788;e;4023;e;2196;e;1790;e;3986;e;1878;e;1647;e;3522;e;1911;e;1674;e;3585;e
Abendgymnasien;Ohne Ersten Schulabschluss;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Erster Schulabschluss;13;e;35;e;48;e;12;e;20;e;32;e;14;e;6;e;20;e;29;e;12;e;41;e;11;e;3;e;14;e;13;e;7;e;20;e;2;e;-;;2;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;;3;e;7;e;2;e;9;e;2;e;2;e;4;e;-;;1;e;1;e;1;e;5;e;6;e;-;;5;e;5;e;3;e;2;e;5;e;1;e;3;e;4;e;4;e;1;e;5;e;5;e;7;e;12;e;9;e;12;e;21;e;6;e;6;e;12;e;66;e;39;e;108;e;35;e;20;e;50;e;10;e;10;e;20;e;-;;1;e;6;e
;Mittlerer Schulabschluss;49;e;43;e;92;e;38;e;40;e;78;e;57;e;35;e;92;e;75;e;61;e;136;e;50;e;43;e;93;e;61;e;31;e;92;e;44;e;31;e;75;e;46;e;36;e;82;e;91;e;91;e;182;e;125;e;139;e;264;e;117;e;128;e;245;e;78;e;74;e;152;e;66;e;57;e;123;e;58;e;59;e;117;e;52;e;41;e;93;e;475;e;432;e;907;e;550;e;503;e;1053;e;615;e;561;e;1176;e;553;e;459;e;1012;e;542;e;488;e;1030;e;444;e;411;e;855;e;384;e;282;e;666;e;342;e;309;e;651;e;418;e;345;e;763;e;378;e;300;e;678;e;296;e;291;e;587;e
;Fachhochschulreife;302;e;298;e;600;e;314;e;288;e;602;e;362;e;318;e;680;e;416;e;336;e;752;e;426;e;361;e;787;e;436;e;347;e;783;e;514;e;449;e;963;e;580;e;432;e;1012;e;497;e;422;e;919;e;500;e;425;e;925;e;547;e;531;e;1078;e;538;e;479;e;1017;e;570;e;512;e;1082;e;549;e;506;e;1055;e;616;e;522;e;1138;e;237;e;178;e;415;e;199;e;147;e;346;e;150;e;127;e;277;e;180;e;121;e;301;e;103;e;78;e;181;e;141;e;105;e;246;e;81;e;63;e;144;e;81;e;54;e;138;e;63;e;49;e;112;e;69;e;40;e;109;e;53;e;47;e;100;e
;Allgemeine Hochschulreife;994;e;1464;e;2458;e;921;e;1278;e;2199;e;926;e;1371;e;2297;e;938;e;1380;e;2318;e;923;e;1226;e;2149;e;905;e;1271;e;2176;e;993;e;1452;e;2445;e;1244;e;1602;e;2846;e;1223;e;1617;e;2840;e;1298;e;1691;e;2989;e;1187;e;1588;e;2775;e;1139;e;1439;e;2578;e;1103;e;1466;e;2569;e;1124;e;1413;e;2537;e;1150;e;1453;e;2603;e;1113;e;1377;e;2490;e;1160;e;1361;e;2521;e;1049;e;1180;e;2229;e;995;e;1104;e;2099;e;933;e;1020;e;1953;e;795;e;915;e;1710;e;768;e;822;e;1590;e;744;e;732;e;1476;e;655;e;732;e;1387;e;617;e;624;e;1241;e;558;e;596;e;1154;e
;Insgesamt;1358;e;1840;e;3198;e;1285;e;1626;e;2911;e;1359;e;1730;e;3089;e;1458;e;1789;e;3247;e;1410;e;1633;e;3043;e;1415;e;1656;e;3071;e;1553;e;1932;e;3485;e;1870;e;2070;e;3940;e;1811;e;2130;e;3941;e;1923;e;2255;e;4178;e;1854;e;2247;e;4101;e;1762;e;1994;e;3756;e;1741;e;2037;e;3778;e;1731;e;1979;e;3710;e;1819;e;2021;e;3840;e;1825;e;1992;e;3817;e;1912;e;2013;e;3925;e;1815;e;1871;e;3686;e;1732;e;1685;e;3417;e;1583;e;1593;e;3176;e;1389;e;1446;e;2835;e;1239;e;1176;e;2415;e;1236;e;1134;e;2373;e;1171;e;1141;e;2312;e;1074;e;985;e;2059;e;912;e;935;e;1847;e
Kollegs;Ohne Ersten Schulabschluss;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Erster Schulabschluss;72;e;60;e;132;e;63;e;64;e;127;e;99;e;79;e;178;e;32;e;22;e;54;e;102;e;60;e;162;e;117;e;103;e;220;e;6;e;9;e;15;e;-;;-;;-;;1;e;1;e;2;e;1;e;-;;1;e;-;;-;;-;;1;e;-;;1;e;1;e;-;;1;e;7;e;5;e;12;e;41;e;42;e;83;e;4;e;2;e;6;e;1;e;-;;1;e;1;e;1;e;2;e;2;e;-;;2;e;8;e;3;e;11;e;12;e;9;e;18;e;3;e;9;e;12;e;3;e;3;e;6;e;25;e;10;e;35;e;15;e;20;e;40;e;24;e;12;e;36;e
;Mittlerer Schulabschluss;78;e;45;e;123;e;97;e;110;e;207;e;89;e;102;e;191;e;99;e;116;e;215;e;84;e;100;e;184;e;92;e;103;e;195;e;50;e;51;e;101;e;31;e;31;e;62;e;140;e;148;e;288;e;124;e;115;e;239;e;131;e;108;e;239;e;67;e;75;e;142;e;66;e;65;e;131;e;105;e;118;e;223;e;125;e;114;e;239;e;605;e;499;e;1104;e;567;e;484;e;1051;e;615;e;541;e;1156;e;639;e;586;e;1225;e;600;e;479;e;1079;e;537;e;399;e;936;e;468;e;357;e;825;e;504;e;420;e;924;e;470;e;379;e;854;e;531;e;397;e;928;e;362;e;273;e;635;e
;Fachhochschulreife;233;e;199;e;432;e;262;e;237;e;499;e;253;e;208;e;461;e;242;e;200;e;442;e;242;e;216;e;458;e;259;e;250;e;509;e;337;e;311;e;648;e;379;e;311;e;690;e;406;e;338;e;744;e;420;e;354;e;774;e;472;e;378;e;850;e;473;e;368;e;841;e;436;e;399;e;835;e;517;e;465;e;982;e;579;e;539;e;1118;e;106;e;90;e;196;e;57;e;42;e;99;e;51;e;48;e;99;e;68;e;47;e;115;e;57;e;35;e;92;e;51;e;27;e;78;e;54;e;36;e;90;e;24;e;30;e;54;e;39;e;43;e;82;e;28;e;32;e;60;e;42;e;31;e;73;e
;Allgemeine Hochschulreife;1456;e;1552;e;3008;e;1277;e;1501;e;2778;e;1246;e;1366;e;2612;e;1266;e;1245;e;2511;e;1163;e;1257;e;2420;e;1312;e;1404;e;2716;e;1401;e;1609;e;3010;e;1528;e;1682;e;3210;e;1688;e;1770;e;3458;e;1770;e;1907;e;3677;e;1718;e;1783;e;3501;e;1606;e;1704;e;3310;e;1467;e;1582;e;3049;e;1437;e;1555;e;2992;e;1491;e;1661;e;3152;e;1687;e;1499;e;3186;e;1603;e;1540;e;3143;e;1381;e;1450;e;2831;e;1399;e;1285;e;2684;e;1339;e;1153;e;2492;e;1215;e;1086;e;2301;e;1119;e;972;e;2091;e;1011;e;939;e;1953;e;937;e;847;e;1784;e;901;e;752;e;1653;e;826;e;780;e;1606;e
;Insgesamt;1839;e;1856;e;3695;e;1699;e;1912;e;3611;e;1687;e;1755;e;3442;e;1639;e;1583;e;3222;e;1591;e;1633;e;3224;e;1780;e;1860;e;3640;e;1794;e;1980;e;3774;e;1938;e;2024;e;3962;e;2235;e;2257;e;4492;e;2315;e;2376;e;4691;e;2321;e;2269;e;4590;e;2147;e;2147;e;4294;e;1970;e;2046;e;4016;e;2066;e;2143;e;4209;e;2236;e;2356;e;4592;e;2402;e;2090;e;4492;e;2228;e;2066;e;4294;e;2048;e;2040;e;4088;e;2108;e;1918;e;4026;e;2004;e;1670;e;3674;e;1815;e;1521;e;3333;e;1644;e;1371;e;3015;e;1542;e;1392;e;2937;e;1476;e;1282;e;2758;e;1480;e;1201;e;2684;e;1257;e;1096;e;2353;e
Externe;Ohne Ersten Schulabschluss;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Erster Schulabschluss;2352;e;1728;e;4080;e;2173;e;1514;e;3687;e;2670;e;1554;e;4224;e;2425;e;1516;e;3941;e;2887;e;1733;e;4620;e;3150;e;1934;e;5084;e;2819;e;1710;e;4529;e;2733;e;1586;e;4319;e;3949;e;2215;e;6164;e;3785;e;2383;e;6168;e;3686;e;2261;e;5947;e;3684;e;2191;e;5875;e;3662;e;2272;e;5934;e;3317;e;2187;e;5504;e;2892;e;1835;e;4727;e;2682;e;1774;e;4456;e;2719;e;1757;e;4476;e;2491;e;1792;e;4283;e;2310;e;1513;e;3823;e;2228;e;1316;e;3544;e;3183;e;1758;e;4941;e;2337;e;1509;e;3846;e;2124;e;1311;e;3435;e;1837;e;1145;e;2982;e;1898;e;1308;e;3209;e;2115;e;1571;e;3686;e
